,year,title,authors,abstract,journal_title
289,2019,РЕЗУЛЬТАТЫ ИССЛЕДОВАНИЙ ЁЛТЫРЕВСКОЙ КУРГАННОЙ ГРУППЫ I В НИЖНЕМ ПРИКЕТЬЕ,"Монова Александра Павловна, Боброва Анна Ивановна","Археологический памятник Ёлтыревская курганная группа I открыт в 1963 г., исследован впервые в 2008 г. В статье рассмотрены проблемы хронологии, культурной и этнической принадлежности позднесредневекового населения, оставившего этот могильник. Группа состоит из 10 курганов, один из них раскопан (курган № 1). Под насыпью обнаружены остатки трех потревоженных погребений: индивида 18–22 лет и двух детей 3–5 и 7–9 лет. Инвентарь и керамическая посуда позволяют датировать захоронения XVI – началом XVII в. Аналоги вещевому комплексу и обряду известны по материалам селькупских курганных могильников этого времени из Нарымского Приобья. Памятник оставлен одной из групп селькупов, расселявшихся в нижнем течении р. Кеть.",Томский журнал лингвистических и антропологических исследований
290,2019,ТЕОНИМЫ ДЬЕЗИМ И ДЬАЖЫЛКАН В ШАМАНСКОЙ МИФОЛОГИИ АЛТАЙЦЕВ,Ойноткинова Надежда Романовна,"В статье дан этнолингвистический анализ теонимов Дьезим (Jезим) и Дьажылкан (Jажылкан) в шаманской мифологии алтайцев с учетом их происхождения, историко-этнографического контекста и культурной семантики. Материалом исследования послужили малоизученные шаманские тексты, записанные вначале ХХ в. у алтайцев, относящихся к разным диалектным группам. Во внутренней форме этих теонимов лежит мотивирующее слово jеs/jas ‘медь, медный’ (Jезим – букв. ‘Медный мой’, Jажылкан – букв. ‘Медный хан’), что позволяет предположить, что происхождение этих теонимов связано с мифологизацией меди и обожествлением гор. Мифологизация металлов и появление на основе этого фольклорных образов характерна для архаичных культур. Дьезимом шаманы называли медную гору, а также духа-хозяина этой горы, которого они считали своими покровителем. Эта медная гора находится в самом центре земли, где стоит медный тополь, соединяющий все три мира – Верхний, Средний и Нижний. Шаман достигает горную вершину Дьезим, преодолев семь препятствий. У Дьезима шаманы получали шаманский дар, духовпомощников и атрибуты. Внутренняя форма теонима Дьажылкан (чалканский вариант – Тьажын) позволяет сравнить это божество с божеством-громовиком, покровителем кузнечного дела в мифологии бурят – Яшил-сагаан-тэнгри. Как буряты, так и чалканцы относили этих божеств к категории небожителей – тэнгри (тегрилер). Этому божеству алтайцы делали изображение из шкурки белого зайца (дьайык) и ставили его в юрте.",Томский журнал лингвистических и антропологических исследований
291,2019,ИЗ КАЛЕНДАРНОЙ ОБРЯДНОСТИ ВИШЕРСКИХ КОМИ-ЗЫРЯН: ДЕМЬЯН БЕДНЫЙ,Панюков Анатолий Васильевич,"Особое место в народном календаре занимают церковные праздники, которые воспринимались как рубежные в годовом цикле. В этом контексте календарная обрядность коми-зырян в своей основе повторяет северно-русскую календарную традицию, а специфические элементы календарных представлений связаны уже с бытованием локальных традиций. Бассейн Вишеры (правый приток Вычегды) заселялся коми населением с XVI в., с историей заселения Вишеры этнографы связывают начало сложения всей верхневычегодской группы коми зырян. После формирования основных поселений верхней Вычегды вишерская локальная традиция развивалась в определенной изоляции, что сказалось и в специфике формирования календарных представлений. Данная статья посвящена календарной обрядности осеннего Кузьмы-Демьяна и связанным с этой датой окказиональным хрононимом Демьян Бедный. На основе собственных полевых исследований и архивных материалов автор выявляет ряд специфических моментов, связанных с исследуемой локальной традицией. Среди них: адаптация к хозяйственной деятельности и гендерное «перераспределение», закрепившее за этой осенней датой статус всеобщего женского праздника с братчинным пиром, символизирующим завершение земледельческого года; амбивалентное отношение к осеннему богатству, проецируемое на регламентацию брачных отношений; языковые аттракции между кузьма-демьяновским двузначным во ʻгод/урожайʼ, «касьяновым годом» и «демьяновым месяцем», выдвигающие на первый план мотивы «бедности-несчастья», соответствующие хронониму Демьян Бедный. Таким образом, явно случайно попавшее в контекст календарных представлений имя Демьян Бедный оказалось «предопределено» целым рядом мотивировок, уже характерных для осеннего дня Кузьмы-Демьяна. Это позволяет говорить о существовании в системе традиции механизмов самоорганизации, определяющих из множества несвязанных и случайных факторов общий вектор своего развития.",Томский журнал лингвистических и антропологических исследований
292,2019,МЕТАМОРФОЗЫ МИФОЛОГИЧЕСКИХ ПЕРСОНАЖЕЙ В ОБРЯДОВЫХ ДЕЙСТВИЯХ ТЮРКО-МОНГОЛЬСКИХ НАРОДОВ,"Сундуева Екатерина Владимировна, Дампилова Людмила Санжибоевна, Николаева Наталия Никитична","В статье впервые рассматриваются мифологические персонажи в шаманских обрядовых материалах в сравнительном аспекте у тюрко-монгольских народов. Для установления границ распространения и выявления генезиса тех или иных фактов в культовом обряде представляется актуальным аспект ареальных межэтнических исследований. Основным методом исследования является компаративистский анализ монгольских, бурятских, тувинских и якутских шаманских обрядов. Цель работы – исследование системы символов перевоплощений духов в тюрко-монгольской мифологии, выявление схожих символов и мотивов. В итоге исследования установлены семиотический статус персонажей, универсальные факты тождественных или сходных символов, выделены функции духов в обрядовом событии как покровителей, защитников, помощников, проводников, прорицателей. Сделан вывод о том, что в тюрко-монгольской мифологии прослеживаются общие схемы метаморфозы персонажей, повторение и вариации доминантных символов в обрядовых действиях.",Томский журнал лингвистических и антропологических исследований
293,2019,"СУФФИКСАЛЬНЫЕ ПРЕДИКАТЫ В ЧУКОТСКОМ: СЕМАНТИКА, ТИПОЛОГИЯ И ИСТОЧНИК ВОЗНИКНОВЕНИЯ",Виняр Алексей Игоревич,"Обсуждается семантика некоторых суффиксальных предикатов (связанных вербализующих морфем, характеризующихся сравнительно конкретным значением, сближающим их с глагольными корнями) в амгуэмском говоре чукотского языка. На материале, полученном в ходе полевой работы с носителями чукотского языка, анализируются компоненты семантики, противопоставляющие суффиксальные предикаты друг другу. Кроме того, суффиксальные предикаты сравниваются с семантически близкими глагольными основами. Как показывает наше исследование, суффиксальные предикаты в чукотском обладают менее специфицированной семантикой, чем соотносимые с ними глагольные корни, однако сохраняют семантические компоненты, характерные для глагольных корней. Свойства суффиксальных предикатов в чукотском языке сравниваются с характеристиками суффиксальных предикатов в языках инуктитут (эскимосско-алеутская семья), белла-кула (салишская семья) и онейда (ирокезские), описанных и проанализированных другими исследователями. Материал чукотского языка говорит в пользу гипотезы о том, что наиболее вероятным источником возникновения аффиксальных предикатов является конструкция именной инкорпорации, а также позволяет выделить свойства систем аффиксальных предикатов, возникших именно таким образом, а не путем морфологизации конструкции с легкими глаголами.",Томский журнал лингвистических и антропологических исследований
294,2019,УРАЛЬСКИЕ ИСТОКИ ХАНТЫЙСКОГО АБЛАУТА (I),Живлов Михаил Александрович,"Как предположил Е. А. Хелимский, парадигматические чередования корневых гласных в хантыйском – аблаут – являются результатом воздействия на первый слог гласных второго слога, впоследствии частично выпавших. Хелимский предложил внутреннюю реконструкцию этих гласных – триггеров аблаута *I, *II, *U и *AA, но их уральские истоки остаются неясными. Цель данной статьи – установить уральское происхождение одного из этих триггеров – морфонемы *I. Убедительные внешние параллели имеются для двух аффиксов, содержащих эту морфонему. Аффикс локативных прилагательных *-I имеет соответствия в мансийском, пермских и самодийских. На прауральском уровне он может быть реконструирован как *-ji. Коаффикс посессивных форм терминов родства *-I- обнаруживает параллели в марийском, удмуртском, венгерском и селькупском. Для прауральского можно предположить существование особой серии посессивных окончаний терминов родства, отличавшихся от обычных посессивных окончаний наличием коаффикса *-j- в формах 1 и 2 лица.",Томский журнал лингвистических и антропологических исследований
295,2019,РЕАЛИЗАЦИЯ ЛИНГВОМИФОЛОГИЧЕСКИХ ПРЕДСТАВЛЕНИЙ ВЕПСОВ В ИМЕНОВАНИЯХ ПОНЯТИЯ «РАДУГА»,Зайцева Нина Григорьевна,"В статье в фокусе лингвистической географии и этимологии находятся именования понятия «Радуга» в диалектах вепсского языка. В языке в качестве именований используются лексемы, которые приспособлены для передачи искомого значения по сходству семантики (bembel’ ‘дуга в упряжи’; kare~kar’ ‘дуга в лодке, распорка’). Широко распространены также композиты, включающие в качестве определяемого компонента именно названные лексемы. Определяющими же, генитивными компонентами являются Jumal ‘Бог’, kollii ‘умерший’, а также hebo ‘лошадь’ (heboine – dimin.) и др., являющиеся историческими свидетельствами мифологических  представлений вепсов о радуге, повлиявшими на возникновение названий. В бытовании лексем отмечается значительное разнообразие форм и вариантов бытования, куда активно включились также и именования радуги, возникшие в детской речи. Разнообразие названий дополняется и заимствованиями из русского языка.",Томский журнал лингвистических и антропологических исследований
296,2019,УДМУРТЫ ЧАИНСКОГО РАЙОНА ТОМСКОЙ ОБЛАСТИ: ЭТНОКУЛЬТУРНАЯ И ЯЗЫКОВАЯ СИТУАЦИЯ В НАЧАЛЕ XXI ВЕКА,"Мымрина Дина Федоровна, Шитц Ольга Александровна","Данной статьёй авторы открывают серию публикаций об удмуртах Западной Сибири. На основе собранных в ходе экспедиций данных о современном состоянии национальной культуры и языка в Чаинском районе Томской области делается вывод о тенденциях развития этнокультурной и языковой ситуации в регионе. Удмурты, переселившиеся в Томскую область в результате столыпинской реформы в 1910–1912 гг., долгое время сохраняли свою самобытность, несмотря на отсутствие контактов с основным этносом. Согласно полученным данным, объём функционирования удмуртского языка снижается: молодые люди (до 40 лет) не владеют удмуртским, почти полностью утрачены национальные культурные традиции. Однако благодаря усилиям администрации, жителей-энтузиастов отмечается возрождение интереса к родному языку и культуре среди населения удмуртских посёлков.",Томский журнал лингвистических и антропологических исследований
297,2019,СТРУКТУРНЫЕ ТИПЫ СКАЗУЕМОГО В ТУНГУСО-МАНЬЧЖУРСКИХ ЯЗЫКАХ (на материале орокского языка),Озолиня Лариса Викторовна,"Статья посвящена описанию структурных типов сказуемого в одном из тунгусо-маньчжурских языков. Типы сказуемых в орокском языке выделяются на основе структуры и компонентного состава, квалификация грамматических единиц которого тесно связана с особенностями форм глагола в русском и тунгусо-маньчжурских языках, а также с вопросами глагольной деривации в этих языках. Анализ частеречной принадлежности компонентов позволяет сделать выводы о наличии двух типов сказуемого в орокском языке: простого глагольного и составного именного, составное глагольное не представлено. К простому глагольному сказуемому (носителем лексического и грамматического значения является одно слово или словоформа) отнесены однокомпонентные сказуемые, выраженные спрягаемой формой глагола любого лица-числа, времени и наклонения; однокомпонентные семантически сложные сказуемые, изоморфные составным глагольным русского языка; двухкомпонентные отрицательные сказуемые, выраженные аналитическими словоформами, образованными с участием спрягаемого отрицательного глагола. 
Именные сказуемые в орокском языке всегда являются многокомпонентным и составными, в них обязательны минимально две лексические единицы: назначение связки состоит в выражении предикативных категорий, а присвязочная часть выражает основное вещественное содержание сказуемого. Иначе говоря, именная в широком смысле часть сказуемого, нейтральная в отношении словоизменения, является носителем лексического значения, связочная выражается спрягаемым глаголом – носителем грамматического значения и всегда занимает позицию абсолютного конца предложения. Именное сказуемое представлено составным и сложным, особенности каждого подтипа определяет семантический статус грамматической части (бытийный или модальный, фазисный, аспектуальный глагол) и грамматический статус тематической части, которая может быть выражена существительным, прилагательным, наречием (при них функционирует бытийная связка), причастием или «свернутой» возвратно-притяжательной конструкцией с супином (при модальной, аспектуальной и фазисной грамматической составляющей). Сказуемые с бытийной связкой квалифицируются как составные именные, с модальными, фазисными, аспектуальными глаголами в грамматической части – как сложные. 
Отсутствие в тунгусо-маньчжурских языках форм, полностью эквивалентных русскому инфинитиву в функциональном и семантическом аспекте, определяет невозможность образования составного глагольного сказуемого, которое, по определению, состоит «из глагола в личной форме и примыкающего к нему инфинитива» (Ахманова,1966: 415).",Томский журнал лингвистических и антропологических исследований
298,2019,СЛОВООБРАЗОВАТЕЛЬНОЕ ГНЕЗДО С ВЕРШИНОЙ ЧИЭ ‘ХОЛОД’ В ЯЗЫКЕ ЛЕСНЫХ ЮКАГИРОВ,Прокопьева Александра Егоровна,"Аннотация: в статье на основе анализа словообразовательного гнезда с вершиной чиэ ‘холод’ в деривационно-семантическом аспекте дано описание основных способов словообразования в языке лесных юкагиров. Показано, что рассматриваемое словообразовательное гнездо относится к числу макрогнезд, состоящее из большого числа производных, является сильноразвернутым и многоступенчатым (образует четыре ступени производности, на каждой из которых находятся от 3 до 9 дериватов, и содержит 24 члена). Выявлены словообразовательные парадигмы и цепи данного словообразовательного гнезда. Показано, что словообразовательное гнездо с вершиной чиэ ‘холод’ на парадигматическом уровне представлено 6 парадигмами, на синтагматическом – 18 словообразовательными цепями, которые представляют собой ряд однокоренных слов, связанных между собой отношениями последовательной мотивации. Словообразовательные цепи данного словообразовательного гнезда являются как бинарными, так и полинарными, содержащими от двух до пяти компонентов. Уточнены дериваты словообразовательного гнезда, указаны значения словообразовательных аффиксов каждого деривата. Дана характеристика частеречным особенностям словообразовательного гнезда с вершиной чиэ, которая включает в свой состав единицы различных частей речи таких, как существительное, глагол, качественный глагол, имя действия, междометное слово, наречие. На примере словообразовательного гнезда с вершиной чиэ ‘холод’ показано, что словообразование существительных в колымском диалекте юкагирского языка может происходить путем лексикализации словосочетаний. Поскольку в юкагирском языке отсутствуют словообразовательные словари, создание лексикографических описаний колымского диалекта юкагирского языка является весьма актуальным направлением в юкагирском языкознании. Изучение состава и структуры словообразовательного гнезда позволит понять устройство словообразования юкагирского языка в целом, выявить словообразовательный потенциал того или иного слова, определить, уточнить или выявить семантику того или иного словообразовательного аффикса.",Томский журнал лингвистических и антропологических исследований
299,2019,ЛИЧНЫЙ ДЕЙКСИС В ЦИТАЦИОННЫХ КОНСТРУКЦИЯХ ДАРГИНСКОГО ЯЗЫКА,Сумбатова Нина Романовна,"Как показано в ряде публикаций последних лет (см., в частности, (Aikhenvald, 2011ab), (Nikitina, 2012), (Evans, 2013)), для многих языков мира не оправдано бинарное противопоставление прямой и косвенной речи. В частности, во многих языках при передаче чужой речи часть дейктических средств ориентируется на «внешнего» (текущего) говорящего (как в косвенной речи), а часть – на «внутреннего» говорящего (как в прямой речи). 
В предлагаемой статье рассматривается личный дейксис в цитационных конструкциях тантынского диалекта даргинского языка (нахско-дагестанская семья). Заметная часть этих конструкций имеет «смешанный» характер: форма глагола выбирается так, как если бы это была прямая речь, а местоимения отражают внешнюю коммуникативную ситуацию, что приводит к появлению предложений с формальным отсутствием согласования по лицу (букв. ‘Отецi сказал, что онi приду’). В статье показано, что все элементы личного дейксиса в составе глагольной формы (показатели лица, инверсива и др.) выбираются синхронно: с позиций либо внешнего, либо внутреннего говорящего. В то же время при выборе лица того или иного местоимения в составе цитации говорящий свободен выбирать перспективу и не учитывать при этом ни форму глагола, ни форму других местоимений. При этом нарушается хорошо известное в типологии ограничение на синхронный сдвиг (Switch Together constraint, (Anand and Nevins, 2004: 24).
В работе делается попытка объяснения этих явлений за счет особенностей даргинского согласования: как правило, при выборе показателя согласования говорящий ориентируется не на форму имени-контролера, а на свойства референта возглавляемой им именной группы. В то же время следует признать, что поскольку отсутствие согласования и другие особенности даргинских цитационных конструкций наблюдаются и в других языках нахско-дагестанской семьи, то остается проблема более глобального и более теоретически ориентированного подхода к описанным явлениям.",Томский журнал лингвистических и антропологических исследований
300,2019,СЕМЕЙНАЯ ИСТОРИЯ УКРАИНСКИХ ПЕРЕСЕЛЕНЦЕВ В СИБИРИ СКВОЗЬ ПРИЗМУ ПЕРСОНАЛЬНОГО ТЕКСТА,Гончарова Татьяна Александровна,"Персональные тексты – дневники, автобиографии, воспоминания – заняли прочное место в современных исторических исследованиях, в том числе и этнологических. С развитием микро-исторических подходов особый интерес специалисты стали проявлять к персональным текстам, созданным «маленьким человеком», рядовым участником исторических событий. В статье анализируется персональный текст «Быль о родных», написанный А. А. Малиновским – уроженцем ныне исчезнувшего украинского села Бороковка (Чесноки) Асиновского района Томской области, с точки зрения конструирования семейной истории украинских переселенцев в Сибири. Исследование показало, что в семейную историю автор ввел сохранившиеся в исторической памяти переселенческие события: переезд на новое место, создание села, хозяйственное освоение территории. В повествовании семья Малиновских предстала с разных ракурсов: как переселенческая, крестьянская и украинская семья. Частью семейной истории стала история малой родины – с. Чесноки. Персональный текст «Быль о родных» дает возможность увидеть сквозь призму семейной истории конкретного человека – ее автора.",Томский журнал лингвистических и антропологических исследований
301,2019,ОБЩИННОЕ ПРАВОСУДИЕ,Костогрызов Павел Игоревич,"Термин «общинное правосудие» или «общинная юстиция» охватывает различные институты разрешения конфликтов и регулирования общественного поведения в соответствии с социальными нормами, предписываемыми общинами. Это явление почти столь же древнее, как само человеческое общество – оно возникло, вероятно, при переходе от родовой общины к соседской и продолжало существовать вплоть до образования государства-нации эпохи Модерна, а во многих странах «третьего мира» сохраняется и в наше время. Между тем, тема общинного правосудия до сих пор остается малоисследованной в юридической антропологии, особенно российской. Цель статьи – опираясь на исторические и этнографические данные, сформулировать основные положения концепции общинной юстиции. Автор предлагает дефиницию понятия «общинное правосудие», выявляет предпосылки возникновения и сохранения этого явления. Далее, он определяет основные элементы общинного правосудия, то есть устойчивые социальные и ментальные структуры, составляющие институциональную основу этого явления, а также принципы, детерминирующие его базовые характеристики и особенности функционирования. В заключительной части статьи обсуждаются некоторые дискуссионные вопросы, такие как правовая природа общинного правосудия и его институциональное устройство. Приводятся аргументы за и против позиции, согласно которой общинная юстиция имеет иную правовую природу, нежели государственная (дуализм судебной власти).",Томский журнал лингвистических и антропологических исследований
302,2019,МАТЕРИАЛЫ НИЖНЕАРМЕТОВСКОГО МОГИЛЬНИКА ПОЗДНЕСАРМАТСКОГО ВРЕМЕНИ ИЗ МУЗЕЙНЫХ СОБРАНИЙ БАШКИРИИ,"Красноперов Александр Анатольевич, Бахшиев Илшат Интизам оглы","Статья посвящена публикации и анализу материалов Нижнеарметовского могильника (Ишимбайский район Республики Башкортостан) хранящихся в музеях Уфы. Приводится подробная характеристика памятника и история его изучения. Набор артефактов соотносится с позднесарматскими древностями Южного Приуралья, датируется первой половиной III в. н.э. Датировку определяют находки зеркала-подвески группы Хазанов-2, пряжка Малашев-П2, и фибула группы Амброз-13. Показано культурное своеобразие населения правобережья среднего течения р. Белая, обусловленное контактами поздних сармат с оседлым населением Приуралья. Необычный для позднесарматских памятников предмет – костяная ложка. Эта категория имела распространение в раннесарматское время. Сюльгама специфического типа связывает комплекс с памятниками азелинской (Азелинский и Суворовский могильники, Кировская обл., р. Вятка), «древнемордовской» (Селиксенский и Тезиковский могильники, Пензенская обл.), рязано-окской (могильник Заречье, Рязанская обл.) и дьяковской (Щуровский могильник, Московская обл.) культур. Нижнеарметовский, и ближайшие, Ахмеровский II и Салиховский могильники, отличаются своеобразным сочетанием сарматских и не сарматских элементов, и, вероятно, оставлены смешанным населением, или группами, испытавшими существенные взаимные влияния. Три перечисленных могильника составляют территориально компактную группу, от которой заметно отличается четвертый могильник этого времени, Дербеневский, расположенный южнее, и не показывающий не-сарматских черт. Перспективной выглядит попытка привлечения керамических материалов со стоянок горно-лесной зоны Южного Урала и некоторых поселений северной части правобережья р. Белая. И со стороны оседлого населения (мазунинская культура) фиксируются подвижки ареала в южном направлении. Причины этих процессов еще только предстоит определить.",Томский журнал лингвистических и антропологических исследований
303,2019,ИСТОРИКО-ЭТИМОЛОГИЧЕСКОЕ ИССЛЕДОВАНИЕ БАШКИРСКИХ ФАМИЛИЙ,"Сулейманова Резида Ахметьяновна, Исянгулов Шамиль Наилевич","Статья посвящается рассмотрению вопросов истории происхождения башкирских фамилий, образованных в XVI–XIX вв., остающихся до сих пор малоизученной областью антропонимики. На основе фактического материала нам удалось доказать, что башкирские фамилии среди знатных представителей начали появляться еще в XVI в. Материалом для исследования послужили «Башкирские шежере» и «Башкирские родословные» Р. Г. Кузеева, научное издание «Документы и материалы по истории Башкирского народа: Формулярные списки о службе чиновников Башкирско-мещерякского войска за 1836–1842 годы» в 2-х книгах. В статье на основе сопоставительного анализа фактов из родословных предводителей крупных башкирских племен, таких, как юрматы, тамъян, мин и усерган, а также из формулярных списков, была сделана попытка установления преемственности фамилий, образованных в XVI–XVII вв. Так, была определена связь между личными именами башкирских биев (Тятигач, Азнай, Кармыш, Дистан, Шагман) и дошедшими до наших дней фамилиями, такими, как Тятигачев, Азнаев, Кармышев (Карамышев), Бикбов (Бикбаев) Дистанов, Шагманов, а также фамилий на основе личных имен предков кантонных начальников (Мутин, Султанов, Куватов). Некоторые из указанных антропонимов были рассмотрены и в этимологическом плане.",Томский журнал лингвистических и антропологических исследований
304,2019,ЖИВОТНОВОДСТВО У СЕЛЬКУПОВ ПРИОБЬЯ: ОТ ИННОВАЦИИ К УСТОЙЧИВОМУ ЭЛЕМЕНТУ КУЛЬТУРЫ,Тучков Александр Геннадьевич,"Данная статья посвящена исследованию вопроса о появлении в традиционной культуре среднеобских селькупов такой отрасли хозяйства, как животноводства. В ходе исследования автором было выявлено, что достоверные сведения о селькупском животноводстве датируются XVIII – началом XIX в. Именно в это время в ряде селькупских хозяйств появляются домашние животные. Анализ исторической ситуации, в которой начал проходить процесс внедрения в культуру селькупов животноводства показал, что заимствование новой отрасли хозяйства стало возможным благодаря участившимся межэтническим контактам селькупов с русским населением. Большую роль в распространении навыков по содержанию домашних животных сыграли межэтнические браки (главным образом, браки с русскими). Также было установлено, что внедрение и развитие животноводства в селькупской среде распространялось с берегов Оби на притоки. Имеющиеся источники показывают, что развитие животноводства среди селькупов проходило неравномерно. На таких притоках р. Обь как р. Кеть и р. Тым животноводство к концу XIX в. было развито слабо или оно совсем отсутствовало. Первые домашние животные на р. Тым появляются только в начале XX в. Был получен вывод о том, что животноводство внесло заметные изменения в традиционную культуру среднеобских селькупов и повлияло на их систему ценностей. Новая отрасль хозяйства потребовала серьезных изменений в хозяйственном цикле и половозрастной структуре разделения труда.",Томский журнал лингвистических и антропологических исследований
